Plate,Well,Sample_type,Condition,Concentration,Timepoint,Biological_rep,Technical_rep,Notes,Cq,Run_ID,Run_folder,Outlier_flag,log10_quantity,Relative_quantity,Included
24h_Bio1,A1,Negative control,Negative Ctrl,0 nM,24h,Bio1,1,,18.0571228433687,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.325096734168138,2113959.8479712857,True
24h_Bio1,A2,Negative control,Negative Ctrl,0 nM,24h,Bio1,2,,17.4483426643077,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.48758094636582,3073130.0999959162,True
24h_Bio1,A3,Negative control,Negative Ctrl,0 nM,24h,Bio1,3,,17.6907539929254,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.422881051209913,2647774.840999772,True
24h_Bio1,A4,Treatment,Treat 100 uM,100 uM,24h,Bio1,1,,25.2515423668713,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,4.404896917053509,25403.69658812106,True
24h_Bio1,A5,Treatment,Treat 100 uM,100 uM,24h,Bio1,2,,25.1917731915059,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,4.420849386774076,26354.172652278117,True
24h_Bio1,A6,Treatment,Treat 100 uM,100 uM,24h,Bio1,3,,26.2765807815087,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,4.131312846804024,13530.468881898,True
24h_Bio1,A7,DMSO control,DMSO 100 uM,100 uM,24h,Bio1,1,,15.844906587887,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.915540095903857,8232658.407981011,True
24h_Bio1,A8,DMSO control,DMSO 100 uM,100 uM,24h,Bio1,2,,15.4686885913532,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,7.015953162695343,10374165.276494784,True
24h_Bio1,A9,DMSO control,DMSO 100 uM,100 uM,24h,Bio1,3,,15.6231568113396,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.974725396257906,9434641.367046108,True
24h_Bio1,B1,Treatment,Treat 50 uM,50 uM,24h,Bio1,1,,20.0931760331205,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,5.781671521081083,604883.1978864407,True
24h_Bio1,B2,Treatment,Treat 50 uM,50 uM,24h,Bio1,2,,20.0444693229882,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,5.794671404613419,623263.084445864,True
24h_Bio1,B3,Treatment,Treat 50 uM,50 uM,24h,Bio1,3,,19.8946431060373,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,5.834660214474765,683376.7742746022,True
24h_Bio1,B4,DMSO control,DMSO 50 uM,50 uM,24h,Bio1,1,,14.4886871355189,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,7.277516810758632,18945968.49375236,True
24h_Bio1,B5,DMSO control,DMSO 50 uM,50 uM,24h,Bio1,2,,35.835899190224,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,Excluded (>1.5 Cq from triplicate median),1.5799184778502495,38.01180370253844,False
24h_Bio1,B6,DMSO control,DMSO 50 uM,50 uM,24h,Bio1,3,,15.3976216954311,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,7.034921008552362,10837297.824122423,True
24h_Bio1,B7,Treatment,Treat 25 uM,25 uM,24h,Bio1,1,,16.8211390329226,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.654982401666686,4518376.347929678,True
24h_Bio1,B8,Treatment,Treat 25 uM,25 uM,24h,Bio1,2,,16.9250583012241,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.627246215399627,4238832.108597431,True
24h_Bio1,B9,Treatment,Treat 25 uM,25 uM,24h,Bio1,3,,17.0618975716695,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.590723638251467,3896939.274147469,True
24h_Bio1,C1,DMSO control,DMSO 25 uM,25 uM,24h,Bio1,1,,16.4701970649438,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.748649263952006,5605950.568271667,True
24h_Bio1,C2,DMSO control,DMSO 25 uM,25 uM,24h,Bio1,2,,15.9774464504544,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.880165036243948,7588658.968688886,True
24h_Bio1,C3,DMSO control,DMSO 25 uM,25 uM,24h,Bio1,3,,16.0152626895743,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.870071833421291,7414328.660572673,True
24h_Bio1,C4,Treatment,Treat 12.5 uM,12.5 uM,24h,Bio1,1,,15.4849074871534,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,7.011624318561691,10271274.08988058,True
24h_Bio1,C5,Treatment,Treat 12.5 uM,12.5 uM,24h,Bio1,2,,16.0076433745199,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.872105438401679,7449128.025488477,True
24h_Bio1,C6,Treatment,Treat 12.5 uM,12.5 uM,24h,Bio1,3,,16.1006963987407,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.847269466645094,7035086.904452153,True
24h_Bio1,C7,DMSO control,DMSO 12.5 uM,12.5 uM,24h,Bio1,1,,16.1919275539558,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.8229197540676,6651502.429823717,True
24h_Bio1,C8,DMSO control,DMSO 12.5 uM,12.5 uM,24h,Bio1,2,,15.99114894291,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.876507823397059,7525022.856558406,True
24h_Bio1,C9,DMSO control,DMSO 12.5 uM,12.5 uM,24h,Bio1,3,,16.5171809535877,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.7361092036891,5446395.856780093,True
24h_Bio1,D1,Treatment,Treat 6.25 uM,6.25 uM,24h,Bio1,1,,16.5409011195997,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.729778260895262,5367576.72336657,True
24h_Bio1,D2,Treatment,Treat 6.25 uM,6.25 uM,24h,Bio1,2,,16.5903197259733,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.716588371341192,5207009.515709286,True
24h_Bio1,D3,Treatment,Treat 6.25 uM,6.25 uM,24h,Bio1,3,,17.3057091341063,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.5256500188896585,3354671.6528368737,True
24h_Bio1,D4,DMSO control,DMSO 6.25 uM,6.25 uM,24h,Bio1,1,,15.7247796944196,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.9476021181577865,8863436.102266107,True
24h_Bio1,D5,DMSO control,DMSO 6.25 uM,6.25 uM,24h,Bio1,2,,16.0264246266404,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.867092698072991,7363642.541382209,True
24h_Bio1,D6,DMSO control,DMSO 6.25 uM,6.25 uM,24h,Bio1,3,,16.2488783768644,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.807719506239909,6422727.645607451,True
24h_Bio1,D7,Treatment,Treat 3.125 uM,3.125 uM,24h,Bio1,1,,16.3957638581583,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.76851558250486,5868344.248856736,True
24h_Bio1,D8,Treatment,Treat 3.125 uM,3.125 uM,24h,Bio1,2,,16.3363331440091,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.784377716491832,6086641.411751848,True
24h_Bio1,D9,Treatment,Treat 3.125 uM,3.125 uM,24h,Bio1,3,,16.2930369369482,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.7959335298008146,6250770.153604387,True
24h_Bio1,E1,DMSO control,DMSO 3.125 uM,3.125 uM,24h,Bio1,1,,16.457071712277,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.752152437447522,5651353.026047277,True
24h_Bio1,E2,DMSO control,DMSO 3.125 uM,3.125 uM,24h,Bio1,2,,16.6991400347981,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.687544091059632,4870169.66282485,True
24h_Bio1,E3,DMSO control,DMSO 3.125 uM,3.125 uM,24h,Bio1,3,,16.3438081315545,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.782382632709086,6058744.419384453,True
24h_Bio1,E4,Treatment,Treat 1.5625 uM,1.5625 uM,24h,Bio1,1,,16.0864140392791,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.85108144674113,7097108.532746244,True
24h_Bio1,E5,Treatment,Treat 1.5625 uM,1.5625 uM,24h,Bio1,2,,16.5433308639966,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.729129758993014,5359567.673580791,True
24h_Bio1,E6,Treatment,Treat 1.5625 uM,1.5625 uM,24h,Bio1,3,,16.3615367648621,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.777650837694389,5993090.524669313,True
24h_Bio1,E7,DMSO control,DMSO 1.5625 uM,1.5625 uM,24h,Bio1,1,,15.8780273230832,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.906700129113112,8066778.444152345,True
24h_Bio1,E8,DMSO control,DMSO 1.5625 uM,1.5625 uM,24h,Bio1,2,,16.3056909366227,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.792556161024729,6202348.444708827,True
24h_Bio1,E9,DMSO control,DMSO 1.5625 uM,1.5625 uM,24h,Bio1,3,,15.7162233336719,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.949885821838012,8910166.546634002,True
24h_Bio1,F1,Treatment,Treat 0.78125 uM,0.78125 uM,24h,Bio1,1,,16.7372002212956,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.677385778368372,4757576.47880219,True
24h_Bio1,F2,Treatment,Treat 0.78125 uM,0.78125 uM,24h,Bio1,2,,16.3666759379571,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.776279185790451,5974192.135345409,True
24h_Bio1,F3,Treatment,Treat 0.78125 uM,0.78125 uM,24h,Bio1,3,,16.433149682378,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.758537257972237,5735050.652352267,True
24h_Bio1,F4,DMSO control,DMSO 0.78125 uM,0.78125 uM,24h,Bio1,1,,16.4346588418524,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.758134461368943,5729734.011016385,True
24h_Bio1,F5,DMSO control,DMSO 0.78125 uM,0.78125 uM,24h,Bio1,2,,16.2788835549711,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.799711085640477,6305377.39757995,True
24h_Bio1,F6,DMSO control,DMSO 0.78125 uM,0.78125 uM,24h,Bio1,3,,16.7069874850234,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.68544959650893,4846738.589227827,True
24h_Bio1,F7,Treatment,Treat 156 nM,156 nM,24h,Bio1,1,,16.1981991553441,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.82124585559678,6625914.928686635,True
24h_Bio1,F8,Treatment,Treat 156 nM,156 nM,24h,Bio1,2,,15.858587426378,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.91188866252795,8163730.558643629,True
24h_Bio1,F9,Treatment,Treat 156 nM,156 nM,24h,Bio1,3,,16.0209053074781,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.868565811450856,7388662.196862101,True
24h_Bio1,G1,DMSO control,DMSO 156 nM,156 nM,24h,Bio1,1,,17.9010075664115,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.366764102227885,2326827.0407859758,True
24h_Bio1,G2,DMSO control,DMSO 156 nM,156 nM,24h,Bio1,2,,17.2769098801627,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.533336576780101,3414574.3748457623,True
24h_Bio1,G3,DMSO control,DMSO 156 nM,156 nM,24h,Bio1,3,,17.697377838003,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.4211131384457145,2637018.268349875,True
24h_Bio1,G4,Treatment,Treat 31.25 nM,31.25 nM,24h,Bio1,1,,17.0890887673866,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.583466273168359,3832359.7756000473,True
24h_Bio1,G5,Treatment,Treat 31.25 nM,31.25 nM,24h,Bio1,2,,16.8107294008853,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.657760745835935,4547374.74860605,True
24h_Bio1,G6,Treatment,Treat 31.25 nM,31.25 nM,24h,Bio1,3,,16.6867112755386,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.690861342879475,4907511.691012039,True
24h_Bio1,G7,DMSO control,DMSO 31.25 nM,31.25 nM,24h,Bio1,1,,17.8021944106405,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.39313746049816,2472506.6053565326,True
24h_Bio1,G8,DMSO control,DMSO 31.25 nM,31.25 nM,24h,Bio1,2,,17.8913963677136,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.369329343512699,2340611.548593569,True
24h_Bio1,G9,DMSO control,DMSO 31.25 nM,31.25 nM,24h,Bio1,3,,18.468685318659,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,6.215250180571702,1641535.1269807084,True
24h_Bio1,A11,ZIKV standard,ZIKV standard 10^-7,10^-7,24h,Bio1,Std dup 1,Columns 11-12 reserved for standards,15.1801679434302,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,7.0929596944336835,12386816.22875112,True
24h_Bio1,A12,ZIKV standard,ZIKV standard 10^-7,10^-7,24h,Bio1,Std dup 2,Columns 11-12 reserved for standards,14.9195784078943,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,7.162511376378749,14538224.681049041,True
24h_Bio1,B11,ZIKV standard,ZIKV standard 10^-6,10^-6,24h,Bio1,Std dup 1,Columns 11-12 reserved for standards,19.4682906427342,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,5.948454234879959,888084.3867578065,True
24h_Bio1,B12,ZIKV standard,ZIKV standard 10^-6,10^-6,24h,Bio1,Std dup 2,Columns 11-12 reserved for standards,19.7474156350093,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,5.8739554157093705,748092.6980286929,True
24h_Bio1,C11,ZIKV standard,ZIKV standard 10^-5,10^-5,24h,Bio1,Std dup 1,Columns 11-12 reserved for standards,22.9908919787797,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,5.008267411030518,101921.87652354783,True
24h_Bio1,C12,ZIKV standard,ZIKV standard 10^-5,10^-5,24h,Bio1,Std dup 2,Columns 11-12 reserved for standards,23.2995985809438,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,4.925873222162172,84308.86101436678,True
24h_Bio1,D11,ZIKV standard,ZIKV standard 10^-4,10^-4,24h,Bio1,Std dup 1,Columns 11-12 reserved for standards,26.3726180216393,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,4.105680383985787,12754.997680985984,True
24h_Bio1,D12,ZIKV standard,ZIKV standard 10^-4,10^-4,24h,Bio1,Std dup 2,Columns 11-12 reserved for standards,,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,,,True
24h_Bio1,E11,ZIKV standard,ZIKV standard 10^-3,10^-3,24h,Bio1,Std dup 1,Columns 11-12 reserved for standards,30.0398198233621,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,3.1268995100060772,1339.36673983537,True
24h_Bio1,E12,ZIKV standard,ZIKV standard 10^-3,10^-3,24h,Bio1,Std dup 2,Columns 11-12 reserved for standards,33.1667273740152,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,2.29232386602483,196.0305985747788,True
24h_Bio1,F11,ZIKV standard,ZIKV standard 10^-2,10^-2,24h,Bio1,Std dup 1,Columns 11-12 reserved for standards,33.3857454857229,24h_Bio1,/Users/conrad/Desktop/Bioinformatics/FYP/lab_plan/qPCR/result/conrad_24_AIcpd_1_biodup1,,2.2338676505272437,171.3435065586297,True
